feat1,feat2,feat3,feat4,target
11.271224153508456,18,10.133794583020883,5.232907209045543,129.0128904627493
9.560857943925384,12,8.41543138779167,10.757217411614558,124.54230625381773
9.999320613937222,13,8.486935934902302,17.27703423054074,155.07997063377923
10.70220016556046,17,8.322403527891723,23.314015020563144,193.0074676347174
11.518998806313975,8,9.204625289391167,69.69041396872912,355.7279028726407
10.868895926074405,15,9.98081653783889,8.706616255305756,132.39478587512403
10.010930649271108,14,10.39221024817004,10.83555637844551,136.15943795793544
9.91005222236419,17,8.138302825247546,24.32525532300151,194.30778360959368
10.340411620583492,15,9.725018097635841,115.71586401864889,558.3347271316177
11.731536111402663,18,9.21827066341071,32.192542385009325,236.4013192010667
12.436226945291114,20,10.790995905393824,29.398698694152863,236.48546742327244
11.685883645120184,12,9.331587305715361,20.269162112102627,170.79747399520178
12.840995286929669,20,9.480529833023393,6.280816652704881,142.6073121376553
10.142012996359142,18,11.13587511247297,128.02357775833005,618.7921002473436
7.811352958611453,9,9.416778928492102,60.074326610920394,309.56492317650014
9.245316181783988,12,10.698700303633231,7.640769505956901,115.69642717644602
6.547260548175231,15,11.521043047644273,26.087208910250002,192.03270338081427
8.768362282352133,22,10.217860924966166,51.489017704965285,318.6968795168499
8.47448576173721,10,11.651648880223066,61.30767152591275,323.95744114930875
10.607171098484582,9,10.530813844924442,48.5898804625077,274.2426628353334
6.524376313020692,18,9.261754958323518,18.046111062419598,164.2810831053875
9.084076062301289,17,11.229112142989623,74.89679718807984,400.2976412252025
11.383718362435406,14,10.630722954593619,7.3295816903114925,126.73092775773944
7.739406385588987,21,7.697381327480103,64.57742652709534,359.9226879201085
10.85950748584227,8,11.532825297987882,14.648250357532206,138.2371744836314
8.57792068737706,10,9.415906431636593,63.73574834547589,329.50856830730794
10.07351334535316,16,10.770053395460122,20.49541194987681,181.74229462648697
12.182531693703778,11,10.493387349726422,2.6317498267944983,101.06136908774215
9.876020877528433,14,8.963191924779585,183.8942413663516,825.1314119475509
9.245960195270891,7,9.16673424633279,26.916027576606,174.73545938490224
11.664188958989316,16,8.912729397507611,3.4899601983374215,114.77786646533285
11.065469211456463,17,9.893085594783443,59.44045259195466,341.7443891917549
9.020964051508681,6,10.360472725791876,9.81572224604934,105.04672659030714
10.687048953121254,13,8.962836142250207,9.433936658350584,126.72256577726651
9.55910036178755,21,10.54562405611513,28.15412980830295,225.38506843080472
10.561811039052678,16,10.605576517340806,42.49916847469799,270.8932600506316
11.370808997605646,13,9.331496095494797,12.86322367535827,143.22831388523963
10.41512848370258,13,9.373581801823157,11.068522968315774,133.26664092801715
8.646669209690653,14,7.99978533552601,43.053876755243664,256.1550853210986
12.884851403985964,17,12.39589582455045,24.934105933483288,214.18276959499195
9.595185925794565,15,11.003429865670471,37.79972041346519,246.9912991625854
12.80001186400484,24,10.869927747728038,99.55924918734489,530.3768878368502
11.294451808274756,19,10.575355265824559,48.883503156731884,307.5680785834009
6.714315631338672,29,10.183748138023816,12.140549892386579,176.07264273960996
10.502514347615243,14,10.798504328614834,31.292537346396703,220.2747010856622
7.46953439320388,20,10.412450342710214,5.691131689431001,125.99803062275608
9.015056344093114,17,9.913591805784622,15.452208184194136,159.68118538062512
12.174043120141159,25,8.563888697445003,41.155906680709684,293.2735334781522
9.135200120762715,14,10.26302800959165,20.16048709143682,170.57360474721872
10.302039557120187,15,8.581570047312393,3.5970121197556066,107.45730724500778
9.591673043550385,14,10.59344507332849,6.626015551704924,118.46597148412782
6.300959944350806,12,10.436052077519493,34.82553270195615,215.077114795916
13.467643684934933,14,8.940146186522837,7.211597931924345,129.12961515554787
12.518883431746868,25,11.371688130387863,17.259056593228188,204.33625292892907
11.344082187866295,11,9.616595596413271,5.793017089896545,109.4375061160116
11.620556281469861,10,9.59841621297349,69.0586595898454,360.2931396297382
11.141155303683139,17,9.263321578825499,340.7822259441826,1466.0790128454307
9.03245338550291,9,8.929419805770497,25.991584029997743,175.92253588804067
10.722568999881952,17,9.152691092460914,20.30764666868279,182.70367585929884
6.473817937546222,15,8.931311676968622,11.983199236630753,130.21687411309892
7.159362621702069,9,8.498636079677357,6.9906569978936774,93.43798801603562
12.176984386160488,16,10.053135547185502,14.102871024902745,161.04870835246345
8.577938671477321,7,8.988863736174523,8.245678969328496,97.69425936409499
9.601571929590891,10,7.871783301291927,11.001513568159183,118.55433666399327
9.471731401436273,13,10.2026190366919,11.203016547581509,132.63249846801864
6.621237669720492,15,12.224830115794319,0.47995206313282957,91.23318149328142
9.40485424655788,14,10.606021128394485,8.136936653312393,123.97435160971217
8.389485842920479,16,9.402034194578476,35.8087358089117,235.20746915356517
13.245540187186217,10,9.936147952334542,3.346757566905049,102.99594673384793
7.425196581038467,21,10.838860311673109,7.42611467515542,136.6577690670833
11.690507510312187,21,6.770292703726689,43.53822595436981,285.7650117558692
10.59148997247174,16,7.375507140098659,19.70709398691551,173.35386014527458
10.429032400023516,14,8.92847579773769,36.967906691495166,239.0156755615266
16.181236862474925,12,10.269094544668063,7.325325229428571,134.3832005944752
9.484859485725913,17,8.243416267816798,19.5848604632155,174.28085284567334
8.30730422494124,11,9.330538385937329,26.637792118178393,183.13415791941196
8.566962021103937,12,9.683599787784397,26.82927817073142,188.38519832180629
10.045342618806506,18,11.876437429308387,13.31157781332935,161.1352139683537
11.900405536868154,20,9.439335673952323,6.251897961148949,139.5874798031049
10.870750559412794,12,10.058252011453138,19.30278840127488,165.93990930624418
11.522187758601925,13,11.20263739979092,6.8878659410914524,123.52330183975342
10.133849059515232,10,9.982748157406512,15.17518181866677,141.0677707680258
8.468642177403744,12,9.346648087731506,7.342692472068972,109.46999259595013
7.38368282671477,12,10.048456909221036,45.50588882042653,260.2715175802925
10.87219362507867,12,10.718803326433516,12.439236199614466,139.8111323265609
11.688543059628696,17,10.786024298589236,6.6914560445378095,134.40350195421578
10.917757449467244,16,10.753774428519105,55.04374925279921,322.4358182166368
13.117065905423882,18,9.81130254587608,52.41270225160941,322.62461181446145
9.872085488510674,13,9.67929583585237,28.130286693153757,200.4959949098518
9.26335223474077,10,12.665020841460954,21.757350445587893,170.1495001694958
7.7732387275230215,23,10.066814613456172,35.31696980764024,253.72122464004238
8.916323705335907,15,10.384473480731438,10.343034825199727,133.8900573782695
10.634323159992688,9,9.832748028066904,5.5087403516979805,100.6034269429038
7.443032671239143,16,10.854236748026747,11.684321578821196,138.7748578250557
9.464100032353839,15,9.17842765991611,55.76971690878672,314.82802305204063
10.467625575169974,8,10.866368673825539,3.4369546250815897,90.88343257348735
9.842789750673212,19,9.942869641394696,112.16713513155679,555.0826490610361
